Instructor ID,Course ID,Semester,Year,Broader,Level,Size,Layout,L,Ind,CG,WG,OG,S_Anq,SQ,WC,PRD,SP,TQ,S_W,S_O,Lec,RTW,FUP,T_PQ,CQ,T_ANQ,MG,ONE_O_ONE,DV,ADMIN,T_W,T_O,Cluster,Bcluster
1,613,NA,NA,Computer,Cross-listed,Large,Fixed,60.5,0,0,0,39.5,0,2.6,2.6,0,0,0,13,2.6,60.5,66,13,13,2.6,0,24,0,0,10.5,5,0,4,Transitioning
2,614,NA,NA,Biological,Cross-listed,Large,Fixed,80,0,0,0,63.3,60,3.3,0,0,0,0,0,0,23.3,0,53.3,70,0,3.3,50,0,0,3.3,0,0,3,Transitioning
3,615,NA,NA,Biological,Cross-listed,Large,Fixed,80,16,4,0,32,28,0,0,0,0,0,0,0,60,0,60,4,4,0,32,32,0,0,4,0,7,High engagement
4,616,NA,NA,Physical,Cross-listed,Large,Fixed,90,5,9.5,0,19,19,9.5,0,0,0,0,0,5,76,33,24,14,14,9.5,14,14,19,9.5,9.5,0,4,Transitioning
5,617,NA,NA,Missing,Cross-listed,Large,Fixed,71,22,0,0,0,2,0.4,0,0,0,0,3,1.5,11.5,0,53,8,0,2,13.7,0,4.8,0,6,0,1,Mostly lecture
6,NA,NA,NA,Biological,100,Large,Fixed,62.5,0,0,20.8,25,50,0,4.2,0,0,0,0,16.7,66.7,0,33.3,45.8,0,8.3,8.3,8.3,8.3,16.7,8.3,0,7,High engagement
6,NA,NA,NA,Biological,100,Large,Fixed,62.5,0,0,25,29.2,50,0,0,0,0,0,0,16.7,62.5,0,54.2,54.2,0,16.7,16.7,8.3,8.3,12.5,4.2,0,7,High engagement
7,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,95.2,4.8,0,0,0,0,0,0,0,0,0,0,1,Mostly lecture
7,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,84.6,19.2,0,0,0,0,0,0,0,11.5,0,0,1,Mostly lecture
7,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,8.3,0,0,0,0,0,0,0,100,16.7,0,8.3,0,0,0,0,0,0,0,0,1,Mostly lecture
7,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,7.7,0,0,0,0,0,0,0,100,23.1,0,7.7,0,0,0,0,0,3.8,0,0,1,Mostly lecture
7,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,4,0,0,0,0,0,0,0,96,16,0,12,0,4,0,0,0,8,0,0,1,Mostly lecture
7,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,8.3,4.2,0,0,0,0,0,0,100,50,0,8.3,0,0,0,0,0,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,3.3,0,0,0,0,0,0,93.3,76.7,0,0,0,3.3,0,0,10,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,83.9,77.4,0,0,0,0,0,0,0,22.6,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,3.1,0,0,0,0,3.1,0,100,71.9,0,3.1,0,3.1,0,0,9.4,0,3.1,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,17.6,0,0,0,0,0,2.9,0,85.3,70.6,0,17.6,0,0,0,0,2.9,17.6,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,3.8,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,97.3,0,0,0,0,0,10.8,0,0,0,0,2.7,0,97.3,78.4,2.7,2.7,0,10.8,0,0,10.8,2.7,2.7,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,4.2,0,0,0,0,0,0,100,100,0,0,0,4.2,0,0,0,4.2,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,2.6,0,0,0,0,0,2.6,0,100,97.4,0,5.3,0,0,0,0,7.9,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,5,10,0,0,0,0,0,0,100,100,0,5,0,5,0,0,5,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,97.5,0,0,0,0,15,2.5,0,0,0,0,2.5,0,92.5,92.5,0,15,0,2.5,0,0,10,0,2.5,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,90,5,0,0,0,0,10,0,0,0,0,10,0,85,90,0,5,0,10,0,0,20,0,10,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,95.7,0,0,0,0,0,0,0,4.3,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,100,16.7,0,0,0,0,0,0,0,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,88.5,19.2,0,0,0,0,0,0,0,15.4,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,100,13,0,0,0,0,0,0,8.7,4.3,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,3.8,0,0,0,0,0,0,0,100,23.1,0,3.8,0,0,0,0,0,3.8,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,24,0,0,0,0,0,0,0,100,8,0,24,0,0,0,0,0,4,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,90,0,0,0,0,0,30,0,0,0,0,20,0,90,20,0,0,0,30,0,0,0,0,10,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,20,8,0,4,0,0,0,0,100,20,0,20,0,12,0,0,0,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,33.3,11.1,0,0,0,22.2,44.4,0,0,0,0,0,0,33.3,33.3,0,33.3,0,44.4,0,0,0,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,8.3,0,0,0,0,0,0,8.3,100,33.3,4.2,8.3,0,0,0,0,0,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,92,40,0,0,0,0,0,0,4,12,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,4.2,4.2,0,0,0,0,0,0,100,50,0,4.2,0,0,0,0,0,0,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,20.8,0,0,0,0,0,0,0,95.8,41.7,0,20.8,0,0,0,0,0,4.2,0,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,4.5,0,0,0,13.6,13.6,0,0,0,0,0,0,100,45.5,0,13.6,0,13.6,0,0,0,0,4.5,0,1,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,4.2,0,0,0,0,0,0,95.8,95.8,0,0,4.2,4.2,0,0,0,8.3,0,0,2,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,4.2,4.2,0,0,0,0,0,0,100,95.8,0,8.3,4.2,0,0,0,4.2,0,0,0,2,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,3.8,15.4,0,0,0,0,0,0,100,92.3,0,3.8,3.8,7.7,0,0,3.8,3.8,0,0,2,Mostly lecture
8,NA,NA,NA,Chemical,100,Large,Fixed,97.1,0,0,2.9,8.6,11.4,2.9,0,0,0,0,5.7,0,97.1,77.1,0,17.1,0,0,0,0,5.7,0,5.7,0,3,Transitioning
8,NA,NA,NA,Chemical,100,Large,Fixed,97.1,0,0,0,26.5,8.8,8.8,0,0,0,0,8.8,0,94.1,85.3,8.8,29.4,0,2.9,0,0,0,5.9,8.8,0,3,Transitioning
8,NA,NA,NA,Chemical,100,Large,Fixed,83.8,29.7,5.4,0,0,45.9,5.4,0,0,0,0,5.4,0,83.8,35.1,10.8,56.8,16.2,5.4,5.4,5.4,0,0,0,0,4,Transitioning
8,NA,NA,NA,Chemical,100,Large,Fixed,91.9,29.7,5.4,0,0,45.9,5.4,0,0,0,0,5.4,0,91.9,35.1,10.8,59.5,13.5,5.4,5.4,2.7,0,0,0,0,4,Transitioning
9,NA,NA,NA,Chemical,100,Large,Fixed,97.5,5,0,0,0,37.5,2.5,0,0,0,0,2.5,0,95,72.5,0,40,0,0,0,0,15,0,2.5,0,1,Mostly lecture
9,NA,NA,NA,Chemical,100,Large,Fixed,95.2,0,4.8,0,9.5,38.1,0,0,4.8,0,0,4.8,0,95.2,4.8,9.5,42.9,9.5,0,0,0,0,19,4.8,0,4,Transitioning
10,618,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,24,12,0,0,0,0,0,0,100,100,0,24,0,12,0,0,0,0,0,0,1,Mostly lecture
11,619,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,16,0,0,0,0,0,0,100,92,0,0,0,16,0,0,0,0,0,0,1,Mostly lecture
12,NA,NA,NA,Chemical,100,Large,Fixed,100,20.8,0,0,4.2,12.5,8.3,0,0,0,0,4.2,0,100,8.3,8.3,20.8,0,8.3,0,0,0,0,4.2,0,3,Transitioning
12,NA,NA,NA,Chemical,100,Large,Fixed,95.2,0,4.8,0,9.5,38.1,0,0,4.8,0,0,4.8,0,95.2,4.8,9.5,42.9,9.5,0,0,0,0,19,4.8,0,4,Transitioning
13,320,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,8.3,0,0,0,0,4.2,0,100,95.8,0,0,0,8.3,0,0,0,0,4.2,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,8,4,0,0,0,0,0,0,96,80,0,8,0,0,0,0,0,12,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,96,0,0,0,0,0,16,0,0,0,0,0,4,92,80,0,0,0,16,0,0,0,4,4,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,96,4,0,0,0,4,8,0,0,0,0,0,8,92,80,0,12,0,8,0,0,0,4,8,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,5,0,0,0,0,0,0,100,100,0,0,0,5,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,93.3,0,0,0,0,0,20,0,0,0,0,0,0,93.3,86.7,0,6.7,0,20,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,16,0,0,0,0,0,0,100,92,0,0,0,16,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,28,4,0,0,0,0,0,0,96,76,0,24,0,4,0,0,0,8,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,0,8.3,0,0,0,0,0,4.2,100,95.8,0,0,0,8.3,0,0,0,0,4.2,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,4.8,4.8,0,0,0,0,0,0,100,100,0,4.8,0,4.8,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,4.8,4.8,0,4.8,0,0,0,0,100,95.2,0,9.5,0,4.8,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,5,0,0,0,10,0,0,0,0,0,0,0,100,95,0,10,0,0,0,0,0,5,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,90,5,0,0,0,5,20,0,0,5,0,0,5,85,90,0,5,0,20,0,0,0,5,5,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,80,16,0,0,0,0,16,0,0,0,0,0,8,84,76,0,16,0,16,0,0,0,12,8,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,4.3,0,0,0,0,8.7,0,0,0,0,0,0,100,95.7,8.7,0,0,8.7,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,4.8,4.8,0,0,0,0,0,0,100,100,4.8,4.8,0,4.8,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,16,8,0,0,0,0,0,0,92,88,0,16,0,12,0,0,0,8,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,16,8,0,0,0,0,0,0,92,88,0,16,0,12,0,0,0,8,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,95.8,0,0,0,0,0,16.7,0,0,0,0,0,4.2,95.8,95.8,0,0,0,12.5,0,0,0,8.3,4.2,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,20,8,0,0,0,0,0,0,100,84,0,24,0,8,0,0,0,4,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,4,0,0,0,20,8,0,0,0,0,0,0,100,92,0,24,0,8,0,0,0,4,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,4.2,0,0,0,12.5,4.2,0,0,0,0,0,0,100,100,4.2,20.8,0,4.2,0,0,0,0,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,90,5,0,0,0,5,20,0,0,5,0,5,0,95,100,0,5,0,20,0,0,0,5,5,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,0,0,0,0,26.9,7.7,0,0,0,0,0,0,92.3,92.3,0,26.9,0,7.7,0,0,0,11.5,0,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,92,4,0,0,0,20,16,0,0,0,0,0,8,92,84,0,32,0,20,0,0,0,0,8,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,4.3,0,0,0,26.1,17.4,0,0,0,0,0,4.3,100,82.6,0,30.4,0,21.7,0,0,0,0,4.3,0,1,Mostly lecture
14,NA,NA,NA,Chemical,100,Large,Fixed,100,33.3,0,0,0,0,33.3,0,0,0,0,0,0,66.7,83.3,16.7,33.3,0,16.7,0,0,0,33.3,0,0,1,Mostly lecture
15,NA,NA,NA,Mathematics,100,Large,Fixed,100,0,0,0,0,52,16,0,0,0,0,0,0,100,100,20,48,4,16,0,0,8,0,0,0,2,Mostly lecture
15,NA,NA,NA,Mathematics,100,Large,Fixed,100,0,0,0,0,32,8,0,0,0,0,0,0,100,96,0,32,0,8,0,0,0,0,0,0,1,Mostly lecture
16,NA,NA,NA,Physical,100,Large,Fixed,100,5.9,0,0,0,0,2.9,0,0,0,0,0,0,82.4,79.4,0,2.9,0,2.9,0,0,17.6,0,0,0,1,Mostly lecture
16,NA,NA,NA,Physical,100,Large,Fixed,100,0,0,0,0,0,2.9,0,0,0,0,0,0,97.1,88.2,0,2.9,0,2.9,0,0,14.7,8.8,0,0,1,Mostly lecture
16,NA,NA,NA,Physical,100,Large,Fixed,97.5,5,0,0,0,0,2.5,0,0,0,0,2.5,0,95,90,0,2.5,0,2.5,0,0,20,7.5,2.5,0,1,Mostly lecture
18,224,Spring,2014,Biological,200,Medium,Table,96.7,6.7,6.7,0,0,6.7,13.3,0,0,0,0,3.3,0,80,3.3,6.7,6.7,13.3,16.7,0,0,6.7,10,0,0,2,Mostly lecture
18,224,Spring,2014,Biological,200,Medium,Table,96.3,11.1,3.7,0,0,37,7.4,18.5,0,0,0,0,0,77.8,0,18.5,37,29.6,7.4,0,3.7,33.3,3.7,0,0,4,Transitioning
18,224,Spring,2014,Biological,200,Medium,Table,69,28,21,0,0,14,7,0,0,0,0,7,0,10,10,34,3,45,7,10,0,28,21,10,0,4,Transitioning
18,225,Spring,2015,Biological,200,Medium,Table,68.6,0,0,0,0,22.9,5.7,0,0,0,25.7,8.6,0,60,2.9,0,25.7,0,8.6,0,0,17.1,34.3,0,0,1,Mostly lecture
18,225,Spring,2015,Biological,200,Medium,Table,71.4,22.9,28.6,0,0,11.4,0,0,0,0,0,8.6,0,54.3,11.4,14.3,11.4,37.1,0,0,0,22.9,2.9,28.6,0,2,Mostly lecture
18,225,Spring,2015,Biological,200,Medium,Table,85.7,14.3,11.4,0,5.7,22.9,2.9,0,0,0,0,2.9,5.7,68.6,5.7,17.1,31.4,14.3,2.9,0,0,14.3,14.3,0,0,4,Transitioning
18,225,Spring,2015,Biological,200,Medium,Table,71.4,20,17.1,0,8.6,40,14.3,0,0,0,0,5.7,0,48.6,5.7,25.7,37.1,25.7,11.4,0,0,17.1,14.3,8.6,2.9,4,Transitioning
18,225,Spring,2015,Biological,200,Medium,Table,82.9,5.7,5.7,0,8.6,37.1,0,0,0,2.9,0,11.4,0,68.6,14.3,5.7,45.7,11.4,0,5.7,0,5.7,17.1,2.9,5.7,4,Transitioning
19,226,Spring,2014,Chemical,100,Small,Table,63.3,3.3,0,0,36.7,36.7,10,0,0,0,0,0,0,40,46.7,26.7,46.7,3.3,10,26.7,3.3,0,3.3,6.7,0,4,Transitioning
19,226,Spring,2014,Chemical,100,Small,Table,86.7,30,0,6.7,0,30,20,0,0,0,0,0,0,36.7,36.7,33.3,43.3,16.7,6.7,30,3.3,0,10,0,0,5,High engagement
19,226,Spring,2014,Chemical,100,Small,Table,18.3,0,0,83.3,0,0,35,0,0,0,0,0,0,3.3,5,10,0,0,6.7,76.7,3.3,0,16.7,0,0,6,High engagement
19,227,Spring,2015,Chemical,100,Small,Table,62.9,5.7,20,40,0,31.4,2.9,0,0,0,0,2.9,0,22.9,20,48.6,45.7,31.4,2.9,45.7,34.3,0,17.1,0,5.7,5,High engagement
19,227,Spring,2015,Chemical,100,Small,Table,29.4,2.9,11.8,64.7,0,8.8,2.9,0,0,0,0,0,0,11.8,14.7,17.7,8.8,14.7,2.9,76.5,41.2,0,11.8,0,0,5,High engagement
19,227,Spring,2015,Chemical,100,Small,Table,31.4,11.4,0,71.4,0,11.4,0,0,0,0,0,0,0,0,28.6,31.4,11.4,0,0,68.6,57.1,0,8.6,0,0,6,High engagement
19,227,Spring,2015,Chemical,100,Small,Table,54.3,8.6,0,45.7,0,20,2.9,0,0,0,0,0,0,45.7,17.1,11.4,20,0,2.9,45.7,28.6,0,14.3,0,0,6,High engagement
19,227,Spring,2015,Chemical,100,Small,Table,51.4,0,0,11.4,22.9,8.6,0,0,0,0,28.6,2.9,0,20,22.9,31.4,8.6,0,0,31.4,5.7,0,31.4,0,0,7,High engagement
20,204,Spring,2014,Biological,200,Large,Fixed,100,4,0,0,0,16,16,0,0,0,0,0,0,100,0,8,44,4,20,0,0,4,4,0,0,2,Mostly lecture
20,204,Spring,2014,Biological,200,Large,Fixed,100,20,8,0,0,24,36,4,0,0,0,0,0,100,0,16,36,36,36,0,0,0,4,24,0,2,Mostly lecture
20,204,Spring,2014,Biological,200,Large,Fixed,100,20,12,0,4,12,44,8,0,0,0,0,0,100,0,24,12,36,44,0,0,0,4,20,0,4,Transitioning
33,NA,NA,NA,Biological,Cross-listed,Large,Round,55,0,3,0,84,24,3,0,0,3,0,3,0,24,18,34,26,3,3,63,11,0,8,0,24,3,Transitioning
33,NA,NA,NA,Biological,100,NA,Round,0,0,0,0,0,39,3,0,0,0,0,0,0,34,24,37,0,26,0,32,0,0,0,0,0,2,Mostly lecture
34,620,NA,NA,Physical,Cross-listed,Large,Fixed,0,0,0,0,0,44,28,0,0,0,0,0,0,0,4,52,0,24,0,16,0,0,0,0,0,5,High engagement
35,621,NA,NA,Computer,100,NA,Fixed,100,4,0,0,0,52,4,0,24,0,0,0,0,48,28,0,60,0,4,0,0,68,4,0,0,1,Mostly lecture
36,NA,NA,NA,Biological,100,NA,Fixed,0,0,0,0,0,72,4,0,0,0,0,0,0,100,12,24,0,0,0,0,0,0,0,0,0,1,Mostly lecture
36,NA,NA,NA,Biological,100,NA,Fixed,0,0,0,0,0,60,4,0,0,0,0,0,0,52,40,8,0,40,0,0,0,0,0,0,0,2,Mostly lecture
36,NA,NA,NA,Biological,100,NA,Fixed,0,0,0,0,0,75,16,0,0,0,0,0,0,100,4,54,0,12,0,4,0,0,0,0,0,2,Mostly lecture
36,NA,NA,NA,Biological,100,NA,Fixed,0,0,0,0,0,50,33,0,0,0,0,0,0,38,50,50,0,38,0,0,0,0,0,0,0,2,Mostly lecture
37,622,NA,NA,Chemical,100,NA,Other,84,0,0,0,8,72,0,0,0,0,20,0,0,80,80,0,76,0,0,0,0,40,20,12,8,3,Transitioning
38,628,NA,NA,Chemical,100,NA,Other,96,0,0,8,0,0,4,0,0,0,0,0,8,96,48,0,0,0,8,4,8,0,4,8,0,6,High engagement
39,629,NA,NA,Chemical,100,NA,Other,59,0,0,64,5,32,67,0,0,0,0,5,5,27,77,9,27,0,27,0,55,0,0,18,0,6,High engagement
40,630,NA,NA,Chemical,100,NA,Other,33,0,0,71,0,38,50,0,0,0,0,4,8,33,25,0,38,0,50,50,54,13,8,4,8,6,High engagement
41,631,NA,NA,Chemical,100,NA,Other,76,0,0,24,0,32,48,0,0,0,0,0,8,64,60,0,32,0,48,8,56,4,0,0,8,6,High engagement
42,632,NA,NA,Mathematics,200,NA,Fixed,76.2,57.1,0,23.8,4.8,47.6,42.9,0,0,0,0,14.3,0,71.4,42.9,28.6,38.1,0,14.3,19,38.1,0,33.3,4.8,0,6,High engagement
43,633,NA,NA,Physical,100,NA,Fixed,85,17.5,20,0,0,17.5,0,0,0,0,0,0,0,70,52.5,0,25,22.5,0,0,0,15,0,0,0,2,Mostly lecture
44,634,NA,NA,Physical,100,NA,Fixed,92.5,12.5,0,0,0,17.5,0,0,0,0,0,2.5,0,90,87.5,0,20,12.5,0,0,0,17.5,0,0,0,2,Mostly lecture
45,635,NA,NA,Physical,100,NA,Fixed,82,0,33,14,0,2,2,0,0,0,0,0,1,46,18,38,2,44,2,17,8,10,2,4,1,7,High engagement
46,636,NA,NA,Physical,300,NA,Table,77,0,0,29,0,0,3,0,0,0,0,0,0,59,59,16,0,0,3,28,25,0,3,0,0,6,High engagement
47,637,NA,NA,Physical,100,NA,Fixed,67,1,20,36,0,9,4,0,0,0,0,0,0,25,25,43,9,34,4,34,27,3,3,1,2,5,High engagement
48,638,NA,NA,Physical,100,NA,Fixed,80,0,28,31,0,16,9,0,0,0,0,0,0,35,35,51,16,33,9,24,20,0,4,3,1,5,High engagement
49,1,Fall,2013,Chemical,Graduate,Small,Table,100,11.1,0,0,0,14.8,48.1,0,0,0,0,0,0,92.6,44.4,14.8,14.8,0,59.3,0,0,0,3.7,11.1,0,1,Mostly lecture
49,1,Fall,2013,Chemical,Graduate,Small,Table,88.5,0,0,0,26.9,19.2,42.3,0,0,0,0,0,0,65.4,42.3,7.7,15.4,0,38.5,23.1,11.5,0,3.9,11.5,7.7,3,Transitioning
49,1,Fall,2013,Chemical,Graduate,Small,Table,92,0,0,0,16,20,44,0,0,0,0,0,0,72,28,16,20,0,52,0,16,0,0,0,0,3,Transitioning
50,2,Fall,2013,Chemical,Graduate,Small,Table,100,0,0,0,0,4.2,8.3,0,0,0,0,0,0,100,0,0,8.3,0,8.3,0,0,0,8.3,0,0,1,Mostly lecture
50,2,Fall,2013,Chemical,Graduate,Small,Table,100,0,0,0,0,20.8,16.7,0,0,0,0,4.2,0,100,0,0,20.8,0,20.8,0,0,4.2,8.3,0,0,1,Mostly lecture
50,2,Fall,2013,Chemical,Graduate,Small,Table,96.4,0,0,35.7,0,39.3,7.1,0,0,0,0,0,0,78.6,0,28.6,39.3,0,7.1,3.6,3.6,0,3.6,35.7,0,6,High engagement
51,3,Fall,2012,Chemical,Graduate,Small,Table,100,0,0,0,0,60,16,0,0,0,0,4,0,100,80,0,68,0,24,0,0,0,4,0,8,1,Mostly lecture
51,3,Fall,2012,Chemical,Graduate,Small,Table,96.3,0,0,0,0,40.7,37,0,0,0,0,0,0,96.3,96.3,0,40.7,0,29.6,0,3.7,0,3.7,0,0,3,Transitioning
51,3,Fall,2012,Chemical,Graduate,Small,Table,84,0,0,28,0,32,12,4,0,4,0,0,0,60,72,16,40,0,16,24,20,0,8,8,0,6,High engagement
51,39,Fall,2014,Chemical,NA,NA,NA,96.3,0,0,0,0,25.9,18.5,0,0,0,0,0,3.7,96.3,92.6,0,22.2,0,18.5,0,0,0,0,0,0,1,Mostly lecture
51,39,Fall,2014,Chemical,NA,NA,NA,100,0,0,0,0,42.3,30.8,0,0,3.8,0,0,0,96.2,80.8,0,46.2,0,38.5,0,0,0,0,3.8,0,1,Mostly lecture
52,4,Fall,2012,Chemical,300,Small,Fixed,96.2,0,0,0,0,0,15.4,0,0,0,0,0,7.7,92.3,0,0,0,0,15.4,0,0,0,3.9,0,7.7,1,Mostly lecture
52,4,Fall,2012,Chemical,300,Small,Fixed,100,0,0,0,0,0,4,0,0,0,0,0,0,100,4,0,0,0,4,0,0,0,4,0,0,1,Mostly lecture
52,4,Fall,2012,Chemical,300,Small,Fixed,96.3,14.8,0,0,0,3.7,14.8,0,0,0,0,7.4,0,85.2,7.4,7.4,3.7,0,14.8,3.7,3.7,0,7.4,14.8,0,3,Transitioning
52,40,Fall,2014,Chemical,NA,NA,NA,100,0,0,0,0,5,30,0,0,0,0,0,0,100,15,0,5,0,35,0,0,0,0,0,0,1,Mostly lecture
52,40,Fall,2014,Chemical,NA,NA,NA,100,0,0,0,0,12.5,12.5,0,0,0,0,0,0,100,8.3,0,8.3,0,12.5,0,0,0,0,0,0,1,Mostly lecture
52,40,Fall,2014,Chemical,NA,NA,NA,100,0,0,0,0,0,12,0,0,0,0,0,0,100,24,0,0,0,12,0,0,0,0,0,0,1,Mostly lecture
53,5,Fall,2013,Chemical,200,Large,Fixed,100,0,0,0,0,2.6,0,0,0,0,0,0,0,94.9,0,0,2.6,0,0,0,0,0,10.3,0,0,1,Mostly lecture
53,5,Fall,2013,Chemical,200,Large,Fixed,100,0,7.7,0,0,5.1,7.7,0,0,0,0,2.6,0,94.9,0,7.7,5.1,10.3,7.7,0,0,0,5.1,7.7,0,2,Mostly lecture
54,6,Fall,2012,Chemical,200,Large,Fixed,100,0,0,0,0,12,12,0,0,0,0,0,0,100,100,0,16,0,12,0,0,0,4,0,0,1,Mostly lecture
54,6,Fall,2012,Chemical,200,Large,Fixed,100,0,0,0,0,9.5,9.5,0,0,0,0,0,0,95.2,85.7,0,9.5,0,14.3,0,0,0,4.8,0,0,1,Mostly lecture
54,6,Fall,2012,Chemical,200,Large,Fixed,100,0,0,0,0,0,8.3,0,0,0,0,0,0,100,95.8,0,4.2,0,8.3,0,0,0,0,0,0,1,Mostly lecture
