deid,subject,final_grade_percent,final_grade_letter,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,age,gender
9670602,biol,82.82,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
101381,biol,88.815,B,4,2,1,4,4,2,3,2,4,3,21,Male
102558,biol,62.2,D,3,4,2,4,4,3,4,5,3,4,23,Female
9643556,csci,74.8,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100536,biol,94.40251,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699715,math,37.98,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9157355,biol,85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
101142,biol,65,D,3,4,3,5,5,4,5,4,4,5,18,Female
9722726,biol,74.83,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9289406,biol,67.65,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9567492,biol,67.16,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100919,biol,93,A,3,3,2,3,4,4,4,3,5,3,18,Female
9575332,biol,74.11,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9578789,biol,38.95,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102318,biol,98.8,A,5,5,5,5,5,5,5,5,5,5,21,Female
9714612,nurs,NA,NA,3,3,3,4,4,4,4,NA,4,4,19,Female
9565741,biol,82.22,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9736236,math,36.37,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
101084,biol,85,B,3,4,3,3,4,4,3,3,4,3,20,Male
9826222,phys,NA,NA,4,4,4,5,5,4,4,NA,4,4,18,Female
9591377,nurs,NA,NA,5,5,4,3,5,5,5,NA,5,5,20,Male
9789598,math,57.42,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9250394,biol,99.3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
102932,biol,90.27953,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9659215,biol,96.66,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9582691,biol,77.83,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9557129,biol,89.54,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9309221,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9794773,phys,57.12,F,4,3,4,4,4,3,4,NA,4,3,18,Male
9453153,chen,60.72,D,4,5,4,5,5,4,4,NA,4,5,NA,Male
100296,biol,83,B,3,3,3,2,2,3,2,3,4,3,18,Female
9678065,phys,55.32,F,3,3,3,3,3,3,3,NA,2,2,18,Female
9632935,biol,92.43,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
101215,biol,44,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103383,biol,86.46123,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9413950,biol,82.52,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
102282,biol,86.54,B,4,4,4,5,4,4,3,4,5,4,27,NA
9580454,biol,91.21,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
8645652,phys,78.37,C,4,4,3,3,4,4,4,NA,4,4,25,Male
101464,biol,67.891,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9856118,csci,93.25,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9706688,phys,95.94,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100541,biol,86.12297,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103380,biol,90.85364,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100231,biol,81,B,3,3,2,3,2,3,2,1,4,2,20,Female
9759824,biol,71.96,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
8823537,biol,85.91,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Female
102157,biol,51.89,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9587140,csci,94.71,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9659611,phys,80.17,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9683147,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
8859414,biol,83.3,B,4,3,3,3,3,3,2,NA,4,3,25,Female
9610694,biol,89.63,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9511831,csci,69.82,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9721784,chem,74.25,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9517598,biol,92.85,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100367,biol,86,B,4,3,4,4,3,4,2,3,3,4,21,Male
101980,biol,80,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102889,biol,82.67109,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9579425,biol,85.56,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9708641,biol,86.1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9181184,biol,94.77,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
102780,biol,85.83367,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9598344,phys,82.8,B,3,3,3,4,4,2,4,NA,4,4,20,Female
9687014,biol,87.54,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9695721,phys,65.73,D,3,4,3,3,4,4,5,NA,3,4,19,Female
100351,biol,82,B,4,3,3,4,4,4,4,4,5,4,20,Female
9684335,phys,56.03,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9660566,biol,86.29,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9752574,csci,91.88,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9676342,biol,81.36,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
100250,biol,83,B,4,4,4,4,4,3,3,4,4,4,23,They/Them
NA,nurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9009469,biol,87.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
9587043,csci,100,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9267365,nurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9489801,csci,64.09,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9579108,mats,52.95,F,4,4,3,4,4,3,3,NA,3,4,19,Male
9679910,biol,89.43,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100226,biol,91,A,3,4,3,4,3,4,4,4,5,2,20,Male
9689931,biol,76.67,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
101008,biol,83,B,5,5,5,3,4,5,4,3,4,4,19,Female
9534397,phys,89.14,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9845298,math,76.79,C,4,5,3,4,5,3,3,NA,4,5,NA,Male
102771,biol,76.20074,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9715348,biol,97.23,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9595876,biol,57.4,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9790395,csci,90.24,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9333759,phys,67.54,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
102750,biol,44,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9748688,phys,64.95,D,3,3,2,3,3,2,3,NA,1,2,18,Female
101251,biol,93,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9681167,phys,78.35,C,3,3,4,4,4,4,4,NA,4,4,19,Male
9844972,chem,83.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9636697,biol,79.18,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9384477,biol,86.15,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100096,biol,95.3,A,2,2,2,2,2,2,3,2,3,2,18,Male
9660606,biol,92.27,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9486009,biol,98.33,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9558607,biol,64.79,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Female
9675626,phys,71.94,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9675277,biol,77.83,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100512,biol,90.20598,A,2,3,3,3,2,1,2,1,3,2,21,Female
9745129,biol,89.39,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
102144,biol,74.36,C,4,3,2,5,5,3,3,4,4,5,20,Male
100001,biol,93,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9473992,phys,78.64,C,4,4,4,4,4,4,4,NA,4,4,21,Female
9675537,biol,64.74,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
102981,biol,86.33919,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9505091,biol,85.47,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9699451,csci,93.96,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9659215,biol,96.66,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9496701,chen,70.97,C,5,5,4,4,4,4,3,NA,4,4,NA,Male
9701588,biol,95.96,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9320603,biol,91.63,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9699642,csci,84.39,B,3,3,3,3,4,3,2,NA,3,3,19,Male
9806878,csci,56.88,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9683775,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9582342,biol,72.77,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100384,biol,81,B,5,4,4,4,4,4,4,4,4,4,19,Female
101271,biol,82,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101228,biol,83,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9595745,biol,88.01,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9768925,nurs,NA,NA,3,4,3,4,2,2,3,NA,4,4,26,Female
9708641,biol,86.1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9776910,math,58.65,F,3,4,3,3,3,3,3,NA,3,3,17,Female
9439626,chen,68.24,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
8969195,biol,76.77,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9668303,phys,69.64,D,3,4,4,3,4,4,3,NA,4,4,20,Female
9738272,mats,62.33,D,5,4,4,3,4,5,3,NA,5,5,20,Male
101029,biol,74,C,3,3,2,2,3,2,1,1,3,3,18,Female
9829995,chem,63.11,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
100433,biol,89.42351,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9852751,mats,83.22,B,4,4,3,3,3,4,4,NA,4,4,30,Female
9689153,biol,85.56,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9162906,eeb,88.94,B,3,3,3,3,4,3,3,NA,3,3,NA,Female
9820055,phys,NA,NA,4,4,3,4,4,4,4,NA,2,3,18,Female
9756842,mats,69.49,D,4,4,4,3,4,4,4,NA,4,4,20,Female
102138,biol,80.84,B,3,3,3,4,4,3,3,4,4,4,18,Male
9558182,phys,55.83,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9671769,biol,95.75,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
103290,biol,63.0239,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9822371,phys,83.32,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9794306,phys,82.53,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9615902,biol,72.38,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100014,biol,79,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
102368,biol,NA,NA,3,4,2,3,3,4,5,3,4,2,18,Female
9517052,biol,91.12,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9399364,biol,71.24,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9631574,phys,79.83,C,3,3,1,4,4,3,3,NA,4,4,20,Female
9376449,biol,97.11,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100748,biol,83.92,B,4,3,3,2,4,NA,4,3,3,3,18,Female
9639365,biol,66.85,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9385520,biol,92.81,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9842358,phys,70.33,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9455068,phys,73.41,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9659224,phys,82.65,B,4,4,3,4,4,4,4,NA,4,4,18,Male
9780431,biol,64.04,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9689350,biol,85.05,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9726794,chem,19.63,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
100265,biol,99,A,3,4,3,4,4,3,4,4,4,4,21,Female
9430723,biol,94.11,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9524269,phys,98.77,A,3,3,2,2,3,3,3,NA,3,3,20,Female
9439452,phys,76.91,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9792174,math,74.88,C,5,4,4,4,4,5,5,NA,3,4,18,Female
101127,biol,81,B,2,3,2,1,2,2,3,2,2,2,23,Female
9802610,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100865,biol,98.89,A,4,4,3,4,5,5,4,4,5,5,26,Male
9706929,biol,84.44,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
100366,biol,98,A,4,3,3,4,5,5,4,5,5,5,20,Female
9566665,biol,94.92,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
101584,biol,93.79,A,4,4,5,5,5,5,5,5,4,4,18,Female
9775186,csci,74.32,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9398856,biol,95.83,A,5,5,4,4,5,5,5,NA,5,5,20,Male
102519,biol,98.2,A,4,2,2,2,4,4,4,3,4,3,21,Female
9790704,phys,87.88,B,3,3,3,4,4,4,3,NA,3,4,NA,Female
101394,biol,76.751,C,3,5,4,4,4,5,4,5,4,5,55,Male
9489312,phys,53.36,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9272952,biol,73.75,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9202037,phys,79.31,C,4,4,1,2,3,3,3,NA,3,3,21,Male
9773831,biol,81.85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9191464,biol,78.18,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
100856,biol,86.95,B,2,3,3,4,4,4,3,3,3,4,19,Male
9856978,csci,53.47,F,4,4,4,5,5,4,4,NA,4,4,20,Male
9650512,phys,77.5,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9821588,phys,46.48,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9738074,biol,87.41,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9614583,biol,78.21,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100314,biol,83,B,3,3,3,4,3,4,3,3,3,3,24,Male
9779566,math,74.03,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9582767,biol,63.33,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9559057,nurs,NA,NA,5,5,4,4,5,4,4,NA,5,4,20,Female
9825743,csci,83.05,B,4,4,2,3,3,5,4,NA,4,5,19,Male
102770,biol,90.22285,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,nurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9794754,phys,54.5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9740749,math,53.49,F,4,4,4,4,4,4,4,NA,4,4,19,Female
8959362,biol,94.85,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
101229,biol,84,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102848,biol,86.89175,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9627833,biol,84.49,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9604696,biol,92.67,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
102805,biol,89.02986,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100637,biol,90.8714,A,5,5,5,5,5,5,5,5,5,5,20,Male
102360,biol,NA,NA,2,2,3,4,2,2,2,3,2,2,26,Female
9380948,biol,81.79,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100976,biol,91,A,4,3,4,5,3,4,4,4,5,4,18,Female
9660961,biol,73.7,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9689214,biol,89.49,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9209049,biol,96.85,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9675667,phys,82.66,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9139871,phys,68.59,D,5,5,5,5,5,5,5,NA,5,5,21,Male
9812804,math,54.04,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100447,biol,96.04749,A,4,4,4,4,4,4,4,4,4,4,20,Male
9549009,csci,51.73,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100102,biol,96.4,A,4,4,5,5,5,5,5,4,4,4,23,Female
8664852,biol,79.62,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Male
9797022,phys,63.01,D,5,5,4,3,4,3,2,NA,3,3,18,Male
103343,biol,93.22357,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9683211,phys,44.03,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9330969,biol,91.88,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102656,biol,78.07,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7576496,csci,42.32,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9490896,biol,79.28,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9818650,phys,74.45,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9493868,phys,72.98,C,2,2,3,4,4,4,3,NA,1,2,22,Female
9211227,biol,74.13,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9412653,biol,95.49,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9760209,mats,69.13,D,3,3,2,2,3,2,3,NA,3,2,NA,Female
9533218,biol,82.92,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102496,biol,80.5,B,3,4,4,4,4,3,4,4,4,4,21,Male
9792717,math,51.08,F,3,3,3,4,4,4,4,NA,3,3,19,Male
9630496,biol,97.85,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Female
NA,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9724405,biol,83.7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102321,biol,95.6,A,3,3,3,4,3,3,4,4,4,4,21,Female
9607766,chem,87.24,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9627857,biol,80.08,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9650393,csci,82.25,B,3,4,3,3,3,3,3,NA,4,4,NA,Male
9614740,eeb,90.01,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
5771278,biol,91.78,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,Male
9614798,biol,100.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9645824,biol,83.49,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
100400,biol,97,A,5,5,4,5,3,4,4,4,5,5,20,Female
8939935,biol,72.59,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
100790,biol,87.54,B,4,4,4,4,4,NA,5,4,4,4,19,Male
102675,biol,79.77,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9679745,phys,80.33,B,4,5,5,5,5,5,5,NA,2,4,19,Female
100569,biol,79.95087,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100148,biol,97.9,A,4,4,3,4,4,4,4,4,4,4,19,Male
9706130,nurs,NA,NA,3,3,2,3,3,1,3,NA,2,1,19,Female
9446849,chen,58.59,F,3,4,4,4,5,4,3,NA,4,4,NA,Male
9659970,biol,82.1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Female
102444,biol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102511,biol,76.8,C,3,3,4,4,3,4,4,4,3,4,27,Male
9728267,csci,93.22,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9712562,nurs,NA,NA,3,2,1,1,2,3,3,NA,5,3,20,Female
9670638,biol,88.67,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
100763,biol,93.17,A,5,5,5,4,5,NA,5,5,5,5,20,Female
9519373,phys,77.49,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100039,biol,81.7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9607549,biol,78.7,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9821610,csci,90.14,A,3,3,3,4,3,3,3,NA,3,3,13,Male
9433964,biol,69.18,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102798,biol,89.69418,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9804663,phys,NA,NA,3,4,4,4,4,4,4,NA,4,4,18,Female
101569,biol,80.03,B,3,3,3,4,4,4,4,4,4,3,19,Female
8418394,phys,93.2,A,5,4,4,4,5,4,4,NA,5,4,26,Male
9570507,biol,78.36,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9613993,phys,75.08,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
101322,biol,91.592,A,4,4,4,3,4,4,4,4,4,4,19,Male
9827691,phys,NA,NA,5,5,3,5,5,2,4,NA,5,5,19,Male
9709732,mats,61.55,D,4,2,1,5,5,4,5,NA,4,3,19,Female
100226,biol,91,A,3,4,3,4,3,4,4,4,5,2,20,Male
9674973,phys,NA,NA,4,4,4,4,4,4,4,NA,2,4,19,Female
9578159,nurs,NA,NA,4,5,5,4,4,5,5,NA,5,5,20,Female
9043518,biol,94.15,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Female
9701976,phys,57.12,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9379734,biol,71.4,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9667376,csci,90.77,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
NA,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9737064,phys,66.3,D,4,4,4,4,4,4,4,NA,4,4,25,Male
9379894,biol,83.44,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9109470,biol,78.87,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9794754,phys,54.5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9002320,biol,85.69,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9566795,biol,75.63,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9334707,phys,65.47,D,4,4,4,4,4,4,4,NA,4,3,20,Female
NA,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9792690,biol,90.73,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9727976,math,29.65,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9079953,biol,85.01,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9207038,csci,84.53,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9591957,chem,75.71,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
103493,biol,83.84524,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101581,biol,98.25,A,4,4,3,4,4,2,3,3,4,3,16,Female
9812853,phys,66.13,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9633476,biol,79.77,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Female
100093,biol,94.2,A,3,3,3,3,3,4,3,3,4,3,18,Female
9397644,phys,6.64,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9420203,biol,95.08,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9810034,math,77.77,C,3,4,3,3,4,3,NA,NA,4,4,18,Female
9568784,biol,87.39,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
102220,biol,70.2,C,3,4,3,3,3,4,2,4,3,4,21,Male
9614583,biol,78.21,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100653,biol,76.99831,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8840555,biol,79.99,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
101082,biol,89,B,4,4,3,3,4,3,3,4,5,4,18,Female
101336,biol,88.7,B,4,4,4,3,4,4,4,4,5,4,19,Female
9765029,biol,87.73,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,Male
9660504,biol,78.25,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
100077,biol,97.4,A,2,1,3,3,3,2,3,3,2,3,20,Female
