deid,subject,final_grade_percent,final_grade_letter,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,age,gender
101160,biol,96,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9686972,csci,81.97,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9807799,csci,96.83,A,3,3,3,3,3,2,3,NA,4,3,18,Male
9408699,biol,81.9,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9617632,biol,75.71,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9056470,biol,70,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Male
101314,biol,91.185,A,3,4,3,3,3,3,3,3,4,3,18,Female
7724390,csci,7.57,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9482695,chen,85.91,B,4,3,4,3,4,3,4,NA,5,3,NA,Male
9565545,biol,78.39,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100396,biol,85,B,5,4,3,5,4,5,4,3,4,4,20,Female
9736893,biol,91.07,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9141823,eeb,97.11,A,4,4,4,4,5,4,4,NA,5,5,21,Female
9693369,mats,60.86,D,3,3,3,3,3,3,3,NA,3,3,19,Female
9397637,biol,71.5,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9457120,nurs,NA,NA,3,3,3,3,4,3,3,NA,3,3,20,Female
9612334,biol,90.8,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100968,biol,93,A,4,5,4,4,5,4,4,4,5,4,18,Female
9301147,biol,86.53,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
102095,biol,87.66,B,3,3,4,4,4,5,5,3,4,3,18,Female
100151,biol,85.1,B,4,4,3,3,4,4,3,3,4,4,22,Male
100805,biol,95.65,A,3,4,3,4,4,NA,3,4,5,3,19,Female
NA,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100034,biol,62.4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9633005,biol,86.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9183110,phys,89.38,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100162,biol,90,A,4,4,3,4,5,4,5,4,4,4,20,Male
9706604,eeb,97.24,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9286093,phys,53.74,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9176885,biol,79.43,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
103484,biol,90.89744,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9792690,biol,90.73,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9405367,chen,74.07,C,4,4,2,4,4,4,4,NA,3,2,NA,Male
9815328,phys,89.03,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9656063,nurs,NA,NA,3,3,4,4,4,4,3,NA,4,4,19,Female
9779266,biol,88.38,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9724680,biol,91.11,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
102065,biol,88.89,B,4,5,5,3,3,3,5,4,3,4,24,Female
9726093,phys,76.19,C,4,3,3,3,4,4,4,NA,5,4,19,Male
100780,biol,88.9,B,3,4,4,1,2,NA,2,3,4,3,18,Female
100833,biol,80.09,B,3,3,4,4,4,NA,3,3,4,3,19,Female
9822349,chem,64.43,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9635996,biol,70.73,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9714673,biol,84.06,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9673068,math,79.62,C,3,3,2,3,3,3,3,NA,4,4,19,Female
9570674,biol,85.3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
NA,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9567120,biol,73.22,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9318729,biol,81.01,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
101194,biol,83,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102063,biol,89.3,B,4,4,5,4,4,5,4,4,5,5,18,Female
102294,biol,92.11,A,3,3,3,3,4,3,3,4,4,3,19,Male
100305,biol,90,A,4,3,3,3,4,4,4,3,4,3,21,Female
9810436,csci,79.57,C,3,4,4,3,4,5,4,NA,4,4,18,Male
9752259,chem,57.87,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
100993,biol,79,C,3,3,4,3,4,3,4,4,5,4,18,Female
102637,biol,32.25,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9530240,csci,64.55,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9587941,biol,65.8,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Female
103489,biol,79.44854,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101346,biol,93.549,A,4,4,4,4,4,4,3,4,5,4,34,Male
102362,biol,NA,NA,5,5,4,3,4,4,4,5,5,4,20,Female
9785090,phys,74.23,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9384569,phys,79.37,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9427656,biol,94.04,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9260893,biol,91.28,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9586061,biol,70.9,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9816321,phys,81.23,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9578345,csci,77.23,C,4,3,2,4,4,4,4,NA,5,4,20,Female
9582354,biol,84.62,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
102951,biol,74.91899,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
100538,biol,88.26033,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102506,biol,84.2,B,4,5,3,4,5,4,4,4,4,5,28,Male
9810209,phys,72.53,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
102955,biol,80.06812,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9670455,biol,71.87,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
101467,biol,78.18,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100105,biol,95.5,A,4,4,2,3,4,4,2,5,4,4,20,Female
9822833,phys,93.78,A,5,5,5,4,5,4,4,NA,4,4,19,Female
9421856,biol,94.83,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
102833,biol,79.98591,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9844807,math,NA,NA,3,3,1,4,4,3,3,NA,3,3,18,Male
100765,biol,87.61,B,4,4,3,4,4,NA,4,4,5,5,19,Female
102559,biol,80,B,4,5,3,4,4,4,3,3,3,4,NA,Female
103399,biol,90.10908,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100420,biol,97.21489,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9755223,biol,75.93,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
8813631,biol,52.88,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9346486,biol,70.52,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9801639,phys,86.55,B,4,4,4,4,4,4,4,NA,4,4,19,Male
9517598,biol,92.85,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
103402,biol,88.92642,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9734576,phys,72.56,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
103431,biol,92.4671,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9186353,csci,75.25,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
102793,biol,85.74009,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,math,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9682079,phys,90.11,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9679212,biol,86.3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9260227,biol,94.57,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9602313,eeb,86.12,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9779188,csci,91.02,A,5,5,5,5,5,4,5,NA,5,5,19,Male
102831,biol,68.77818,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9699570,biol,81.17,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
102879,biol,79.36515,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9567120,biol,73.22,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9563909,biol,89.84,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9565741,biol,82.22,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9573221,biol,96.65,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9679222,biol,94.29,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9725514,csci,68.74,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9834712,csci,72.69,C,4,5,5,5,5,5,5,NA,5,5,23,Male
101219,biol,68,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9687605,phys,69.39,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9134532,chen,75.29,C,4,4,3,3,4,4,4,NA,4,4,NA,Male
9610817,phys,78.58,C,5,5,5,4,5,4,4,NA,5,5,20,Male
9804284,csci,64.75,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
102324,biol,72.4,C,2,2,1,2,4,1,2,3,3,2,NA,Female
9550663,biol,91.7,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9518039,biol,84.25,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9793244,phys,94.5,A,4,4,3,3,3,3,3,NA,3,3,18,Male
9785090,phys,74.23,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9167051,biol,76.32,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9535322,biol,78.33,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
100101,biol,79.6,B,3,3,2,1,2,2,3,1,4,3,20,Male
9463330,phys,77.57,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9555781,nurs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9692696,csci,88.94,B,4,3,3,4,4,4,4,NA,4,4,19,Male
9627857,biol,80.08,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9821893,math,36.62,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100527,biol,81.27855,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102692,biol,89.03,A,4,4,5,5,5,5,4,2,4,5,21,Male
9561729,phys,59.44,F,5,5,5,5,5,5,5,NA,5,5,20,Female
9507263,biol,84.96,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9177518,biol,94.33,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9503246,nurs,NA,NA,3,3,3,4,4,4,3,NA,4,4,20,Female
9412634,phys,71.03,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
102225,biol,37.7,F,2,2,1,2,1,1,1,2,1,2,22,Male
9708179,phys,90.22,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9645070,biol,71.84,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9290159,biol,79.28,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9818532,phys,62.89,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9777336,mats,77.68,C,5,4,3,3,4,5,4,NA,4,4,19,Male
9627144,biol,85.17,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9631384,phys,57.98,F,5,5,4,4,4,4,4,NA,3,4,21,Female
9502079,biol,93.51,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9724936,csci,74.16,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9813265,chem,70.06,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
102059,biol,88.42,B,4,5,4,4,4,5,5,5,5,5,21,Female
9453840,biol,78.83,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Female
100109,biol,92.6,A,4,3,4,4,5,4,3,4,3,5,19,Male
9611375,biol,79.56,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102057,biol,85.63,B,5,5,3,5,4,5,5,5,5,5,18,Male
9653479,biol,84.23,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
103390,biol,91.4266,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100431,biol,83.29787,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9502733,chen,75.75,C,4,4,3,3,5,4,5,NA,5,5,NA,Female
9754413,biol,85.85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9709167,mats,90.17,A,5,4,4,3,4,4,4,NA,4,4,NA,Male
101168,biol,71,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102704,biol,77.4,C,2,3,3,4,4,4,4,5,5,4,24,Female
9762144,phys,75.08,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9803274,phys,59.64,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
100452,biol,91.60588,A,4,4,3,3,4,4,4,4,4,4,18,Male
101999,biol,83.5,B,3,3,3,3,3,3,3,3,3,3,19,Female
100165,biol,81,B,3,4,3,5,5,5,5,5,5,3,19,Female
9537081,biol,77.75,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9665382,biol,83.33,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
103288,biol,86.85016,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100284,biol,98,A,3,3,3,4,4,4,4,4,4,4,19,Male
100633,biol,87.74514,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9183141,phys,73.24,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9790318,math,34.03,F,4,4,3,3,3,4,4,NA,4,3,18,Male
9606968,biol,88.99,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9811581,phys,67.36,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9618871,biol,75.39,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9631288,biol,49,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9698763,mats,36.93,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9673250,biol,75.6,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102498,biol,90.8,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9557195,phys,57.37,F,3,3,4,4,3,4,2,NA,3,3,20,Female
9801621,phys,76.27,C,4,4,3,4,4,4,4,NA,3,4,19,Female
9412512,biol,83.32,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9871554,chem,89.7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9533009,biol,78.22,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
100816,biol,74.67,C,4,4,4,4,3,NA,5,4,4,4,NA,Male
100672,biol,87.15,B,5,4,5,4,5,NA,3,3,5,5,19,Female
9823080,phys,NA,NA,4,3,3,4,4,4,4,NA,4,3,19,Male
NA,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
9522442,biol,77.54,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9689477,biol,84.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9588453,chem,67.69,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9657240,biol,86.3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
100488,biol,85.55162,B,1,1,1,1,1,1,1,1,1,1,21,Male
9561272,biol,84.51,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100730,biol,93.61,A,5,4,4,4,4,NA,4,4,4,4,18,Male
102750,biol,44,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100697,biol,88.17,B,5,4,4,4,4,NA,5,4,5,5,18,Male
8741647,biol,85.85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,Female
9394689,biol,77.79,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
NA,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
9692429,biol,88.38,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9600912,biol,82.31,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
100146,biol,97.8,A,3,3,3,3,3,3,3,3,4,4,20,Female
9581490,phys,70.97,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9390880,biol,91.99,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9844972,chem,83.37,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
101469,biol,77.396,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103402,biol,88.92642,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100954,biol,83,B,5,4,4,3,3,3,4,3,4,4,18,Female
100738,biol,91.14,A,5,5,4,5,5,NA,5,5,5,5,19,Female
9541868,biol,85.24,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9661359,mats,86.51,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9804178,biol,93.79,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
103373,biol,73.69353,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9709055,biol,87.35,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100120,biol,94.2,A,3,3,2,3,4,4,4,3,4,4,19,Female
9627355,biol,72.92,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
NA,phys,NA,NA,5,5,5,4,5,3,5,NA,5,4,22,Female
9812795,chem,59.12,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9723036,biol,80.85,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Male
101602,biol,86.75,B,3,3,3,3,3,3,3,3,3,3,19,Female
101426,biol,41.808,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103375,biol,86.10789,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102298,biol,82.44,B,4,4,4,3,4,4,4,3,3,4,17,Female
9563362,biol,88.02,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
100761,biol,96.15,A,4,4,4,4,4,NA,4,4,5,4,19,Male
9860544,csci,91.55,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
101227,biol,24,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9745097,biol,85.19,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Female
9271054,phys,53.14,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9414239,biol,96.21,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9442728,eeb,83.29,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9740687,biol,80.74,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
9483983,biol,85.71,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Male
9620360,biol,65.63,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,Female
9744585,math,35.32,F,4,3,4,3,4,3,3,NA,4,4,20,Male
102381,biol,97.1,A,4,2,2,3,3,4,2,3,5,3,22,Male
9668978,phys,73.91,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
8778463,biol,86.05,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
NA,csci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
100021,biol,88.1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9341799,nurs,NA,NA,4,4,3,3,4,4,4,NA,4,4,20,Female
102285,biol,71.46,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103311,biol,92.40095,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
101110,biol,94,A,4,3,3,4,4,NA,4,2,5,2,19,Female
9790825,chem,69.25,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
9815536,phys,NA,NA,3,4,4,4,3,4,4,NA,4,4,19,Male
9812777,chem,49.06,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Male
100854,biol,82.44,B,3,3,2,3,3,3,4,3,4,4,19,Female
100692,biol,81.35,B,4,3,3,3,3,NA,4,4,4,4,19,Male
9817620,math,43.44,F,4,4,4,4,5,3,4,NA,3,3,18,Male
9285461,biol,90.95,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
9823080,phys,NA,NA,4,3,3,4,4,4,4,NA,4,3,19,Male
9699625,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Female
102702,biol,80.57,B,3,3,2,3,3,3,4,4,3,3,43,Female
103397,biol,89.79545,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9622593,biol,95.23,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9580996,biol,90.24,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
NA,phys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
100576,biol,93.99622,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8345586,mats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,Male
9687014,biol,87.54,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102174,biol,84.03,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9439442,eeb,83.23,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100893,biol,92.3,A,3,5,5,4,3,3,4,4,4,4,31,Female
101546,biol,77.71,C,4,4,5,4,5,5,5,4,4,4,20,Male
9662104,biol,65.9,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
102217,biol,83,B,3,4,3,3,3,4,3,3,4,4,18,Male
103493,biol,83.84524,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9730006,csci,83.28,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male
9721278,biol,95.04,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9864409,chem,89.7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
100869,biol,89.83,A,3,3,4,3,4,3,4,3,4,3,18,Male
102527,biol,84.26,B,3,2,2,1,2,2,3,2,3,2,39,Female
100788,biol,92.42,A,4,3,4,3,3,NA,4,4,5,4,19,Female
9818891,chem,82.29,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Female
100439,biol,89.22717,B,3,3,4,4,4,3,4,2,1,4,19,Female
8987530,biol,81.05,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Female
102751,biol,60.86,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9601135,biol,72.01,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
9560305,biol,64.58,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Female
102489,biol,89.5,A,4,5,4,4,4,5,4,5,5,5,27,Female
102234,biol,70.8,C,2,2,3,3,1,2,3,2,1,2,20,Female
9852177,phys,77.6,C,4,5,4,4,5,4,5,NA,3,5,NA,Female
9537895,biol,90.36,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Female
100275,biol,96,A,4,4,3,4,3,3,3,4,4,3,19,Female
9829409,math,47.16,F,3,3,4,3,4,4,3,NA,4,4,NA,Female
101010,biol,83,B,5,5,5,5,5,5,5,5,5,5,21,Female
9729048,phys,89.86,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9779993,phys,52.05,F,4,4,4,5,4,4,4,NA,3,4,30,Male
9508635,biol,86,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
9444241,biol,94.49,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
103443,biol,86.57643,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102217,biol,83,B,3,4,3,3,3,4,3,3,4,4,18,Male
9639995,biol,70.03,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9138953,biol,88.15,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,Male
9273210,biol,83.67,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Male
9178326,phys,79.09,C,3,4,3,3,4,3,4,NA,3,3,NA,Female
9447645,biol,71.85,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
100014,biol,79,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9660245,phys,54.66,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
9809674,chem,67.28,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,Male
8714200,biol,77.05,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,Female
8302057,biol,77.89,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,Male
9581518,phys,67.07,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female
100414,biol,80.32865,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9586059,biol,82.29,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,Male
103274,biol,91.53824,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9440148,eeb,94.22,A,4,4,3,2,3,3,2,NA,3,3,21,Female
9834202,phys,NA,NA,3,3,3,3,4,2,3,NA,2,3,16,Female
